Date,Habit,Status
2024-01-03,Journaling,Skipped
2024-03-23,Water Intake,Completed
2024-01-25,Water Intake,Completed
2024-09-30,Exercise,Exceeded
2024-01-16,Reading,Partial
2024-09-13,Journaling,Exceeded
2024-01-17,Reading,Skipped
2024-01-04,Journaling,Completed
2024-02-20,Meditation,Exceeded
2024-11-22,Exercise,Skipped
2024-04-29,Meditation,Skipped
2024-06-23,Journaling,Partial
2024-11-22,Journaling,Exceeded
2024-08-11,Exercise,Skipped
2024-08-07,Meditation,Skipped
2024-04-12,Water Intake,Exceeded
2024-08-30,Meditation,Partial
2024-02-24,Journaling,Exceeded
2024-03-28,Water Intake,Partial
2024-03-12,Exercise,Skipped
2024-09-14,Exercise,Skipped
2024-08-10,Exercise,Partial
2024-03-10,Exercise,Skipped
2024-06-15,Water Intake,Exceeded
2024-11-08,Exercise,Completed
2024-01-02,Journaling,Exceeded
2024-01-11,Water Intake,Skipped
2024-02-17,Water Intake,Completed
2024-11-20,Water Intake,Partial
2024-02-01,Journaling,Partial
2024-11-25,Journaling,Skipped
2024-09-15,Water Intake,Partial
2024-11-14,Water Intake,Partial
2024-04-25,Reading,Completed
2024-04-30,Meditation,Skipped
2024-01-26,Journaling,Completed
2024-12-06,Water Intake,Exceeded
2024-07-28,Reading,Exceeded
2024-01-06,Reading,Exceeded
2024-04-23,Reading,Exceeded
2024-10-27,Meditation,Completed
2024-03-03,Meditation,Partial
2024-10-05,Meditation,Exceeded
2024-12-29,Water Intake,Partial
2024-10-23,Meditation,Completed
2024-03-04,Water Intake,Exceeded
2024-01-22,Water Intake,Exceeded
2024-10-18,Water Intake,Skipped
2024-06-18,Journaling,Exceeded
2024-09-04,Exercise,Skipped
2024-05-22,Meditation,Completed
2024-07-21,Meditation,Partial
2024-10-14,Journaling,Skipped
2024-04-28,Water Intake,Skipped
2024-10-11,Journaling,Partial
2024-07-21,Meditation,Exceeded
2024-11-09,Exercise,Partial
2024-01-11,Journaling,Skipped
2024-06-12,Meditation,Partial
2024-04-22,Journaling,Skipped
2024-01-04,Water Intake,Completed
2024-06-12,Water Intake,Skipped
2024-02-19,Journaling,Completed
2024-06-16,Exercise,Partial
2024-11-20,Journaling,Exceeded
2024-10-22,Water Intake,Skipped
2024-09-24,Water Intake,Exceeded
2024-01-05,Meditation,Completed
2024-08-13,Meditation,Completed
2024-02-07,Journaling,Completed
2024-03-02,Journaling,Exceeded
2024-10-19,Water Intake,Partial
2024-08-20,Water Intake,Exceeded
2024-11-03,Reading,Completed
2024-07-22,Journaling,Partial
2024-09-22,Reading,Partial
2024-02-05,Journaling,Completed
2024-12-09,Meditation,Exceeded
2024-08-28,Exercise,Completed
2024-03-06,Journaling,Exceeded
2024-01-24,Water Intake,Completed
2024-10-10,Reading,Completed
2024-05-31,Meditation,Partial
2024-08-02,Water Intake,Skipped
2024-05-25,Water Intake,Partial
2024-03-28,Journaling,Exceeded
2024-03-01,Water Intake,Partial
2024-01-07,Exercise,Partial
2024-03-09,Water Intake,Partial
2024-06-13,Exercise,Completed
2024-01-27,Water Intake,Exceeded
2024-01-05,Reading,Completed
2024-05-19,Water Intake,Partial
2024-01-07,Journaling,Completed
2024-03-15,Meditation,Skipped
2024-02-20,Water Intake,Completed
2024-11-24,Reading,Exceeded
2024-11-04,Meditation,Exceeded
2024-09-15,Meditation,Completed
2024-09-25,Reading,Partial
2024-11-24,Exercise,Completed
2024-10-14,Exercise,Exceeded
2024-10-30,Water Intake,Skipped
2024-08-10,Meditation,Completed
2024-12-17,Meditation,Exceeded
2024-05-24,Water Intake,Completed
2024-08-12,Journaling,Exceeded
2024-08-29,Exercise,Exceeded
2024-07-20,Meditation,Partial
2024-12-21,Water Intake,Completed
2024-05-19,Water Intake,Skipped
2024-06-02,Meditation,Partial
2024-06-11,Exercise,Exceeded
2024-03-09,Exercise,Completed
2024-09-01,Meditation,Partial
2024-03-23,Reading,Completed
2024-10-28,Journaling,Partial
2024-11-13,Water Intake,Skipped
2024-02-28,Exercise,Partial
2024-02-29,Reading,Exceeded
2024-09-18,Water Intake,Skipped
2024-06-29,Reading,Completed
2024-10-27,Journaling,Partial
2024-07-06,Meditation,Exceeded
2024-06-02,Reading,Partial
2024-09-27,Exercise,Skipped
2024-05-11,Meditation,Skipped
2024-05-02,Meditation,Completed
2024-04-12,Meditation,Partial
2024-09-28,Reading,Partial
2024-09-09,Journaling,Partial
2024-10-08,Reading,Exceeded
2024-07-10,Water Intake,Exceeded
2024-02-25,Journaling,Exceeded
2024-05-31,Meditation,Partial
2024-08-10,Reading,Exceeded
2024-03-23,Meditation,Exceeded
2024-06-17,Exercise,Exceeded
2024-01-29,Journaling,Partial
2024-12-25,Reading,Completed
2024-11-26,Meditation,Partial
2024-06-10,Water Intake,Exceeded
2024-05-05,Journaling,Skipped
2024-09-07,Exercise,Partial
2024-08-10,Exercise,Skipped
2024-01-13,Meditation,Skipped
2024-05-16,Reading,Skipped
2024-08-04,Exercise,Partial
2024-01-28,Meditation,Completed
2024-06-23,Journaling,Exceeded
2024-07-29,Meditation,Exceeded
2024-07-16,Journaling,Exceeded
2024-01-03,Exercise,Completed
2024-09-06,Water Intake,Completed
2024-07-01,Reading,Partial
2024-07-23,Exercise,Completed
2024-10-19,Exercise,Partial
2024-03-06,Exercise,Partial
2024-12-22,Meditation,Completed
2024-11-25,Meditation,Completed
2024-08-28,Meditation,Skipped
2024-09-04,Water Intake,Skipped
2024-07-01,Journaling,Skipped
2024-12-12,Journaling,Completed
2024-07-26,Reading,Skipped
2024-04-12,Reading,Exceeded
2024-08-08,Exercise,Exceeded
2024-10-14,Reading,Exceeded
2024-07-16,Exercise,Skipped
2024-01-10,Reading,Completed
2024-05-11,Journaling,Skipped
2024-04-26,Meditation,Exceeded
2024-05-03,Journaling,Skipped
2024-05-18,Journaling,Exceeded
2024-09-17,Reading,Exceeded
2024-08-22,Reading,Skipped
2024-07-30,Water Intake,Skipped
2024-09-01,Reading,Exceeded
2024-08-24,Exercise,Partial
2024-03-26,Water Intake,Skipped
2024-05-13,Exercise,Partial
2024-01-15,Journaling,Completed
2024-11-26,Journaling,Partial
2024-08-15,Exercise,Completed
2024-05-09,Exercise,Partial
2024-07-12,Meditation,Partial
2024-12-22,Exercise,Skipped
2024-08-11,Reading,Completed
2024-11-29,Exercise,Partial
2024-07-22,Meditation,Partial
2024-06-18,Meditation,Partial
2024-03-08,Journaling,Completed
2024-03-11,Water Intake,Partial
2024-09-12,Exercise,Skipped
2024-07-22,Water Intake,Exceeded
2024-06-17,Meditation,Skipped
2024-02-27,Journaling,Partial
2024-06-20,Meditation,Partial
2024-05-01,Journaling,Skipped
2024-12-13,Meditation,Exceeded
2024-11-21,Exercise,Exceeded
2024-05-09,Journaling,Skipped
2024-09-03,Exercise,Exceeded
2024-09-13,Meditation,Exceeded
2024-07-01,Journaling,Skipped
2024-06-01,Journaling,Skipped
2024-12-27,Water Intake,Completed
2024-10-15,Reading,Completed
2024-05-01,Reading,Completed
2024-06-28,Water Intake,Completed
2024-07-07,Meditation,Skipped
2024-09-14,Water Intake,Completed
2024-12-23,Exercise,Skipped
2024-07-23,Meditation,Completed
2024-05-09,Exercise,Completed
2024-11-13,Water Intake,Partial
2024-11-24,Water Intake,Completed
2024-01-12,Meditation,Partial
2024-07-03,Water Intake,Partial
2024-11-07,Exercise,Skipped
2024-04-29,Water Intake,Partial
2024-02-05,Reading,Partial
2024-11-27,Exercise,Completed
2024-07-01,Water Intake,Completed
2024-12-15,Water Intake,Partial
2024-02-21,Reading,Partial
2024-03-12,Journaling,Partial
2024-07-10,Meditation,Exceeded
2024-04-27,Water Intake,Partial
2024-09-24,Exercise,Exceeded
2024-04-10,Reading,Partial
2024-12-07,Exercise,Partial
2024-11-30,Water Intake,Partial
2024-09-09,Meditation,Completed
2024-08-29,Journaling,Completed
2024-06-06,Meditation,Exceeded
2024-07-02,Reading,Exceeded
2024-05-08,Reading,Partial
2024-01-14,Reading,Skipped
2024-04-13,Journaling,Partial
2024-07-03,Water Intake,Completed
2024-12-18,Meditation,Exceeded
2024-04-08,Exercise,Completed
2024-05-18,Reading,Partial
2024-10-14,Reading,Partial
2024-04-29,Reading,Exceeded
2024-06-27,Exercise,Skipped
2024-02-07,Reading,Completed
2024-02-20,Reading,Skipped
2024-02-03,Reading,Skipped
2024-08-20,Exercise,Exceeded
2024-01-17,Exercise,Exceeded
2024-02-27,Water Intake,Completed
2024-05-20,Journaling,Completed
2024-07-06,Reading,Exceeded
2024-03-31,Journaling,Exceeded
2024-01-14,Journaling,Skipped
2024-03-18,Journaling,Exceeded
2024-09-22,Journaling,Completed
2024-09-23,Journaling,Exceeded
2024-06-18,Meditation,Skipped
2024-12-21,Journaling,Skipped
2024-12-05,Reading,Partial
2024-06-13,Meditation,Exceeded
2024-09-17,Journaling,Partial
2024-04-10,Journaling,Exceeded
2024-04-13,Reading,Partial
2024-11-19,Exercise,Skipped
2024-10-01,Journaling,Partial
2024-09-25,Reading,Completed
2024-12-15,Meditation,Exceeded
2024-08-27,Water Intake,Skipped
2024-08-26,Exercise,Partial
2024-02-29,Journaling,Exceeded
2024-01-23,Water Intake,Partial
2024-01-11,Water Intake,Partial
2024-04-22,Water Intake,Completed
2024-01-22,Reading,Partial
2024-05-03,Water Intake,Exceeded
2024-09-05,Water Intake,Partial
2024-06-16,Reading,Exceeded
2024-11-01,Water Intake,Exceeded
2024-11-22,Exercise,Exceeded
2024-04-07,Reading,Exceeded
2024-11-23,Water Intake,Exceeded
2024-02-02,Water Intake,Partial
2024-11-29,Journaling,Partial
2024-04-13,Water Intake,Exceeded
2024-02-04,Exercise,Skipped
2024-10-05,Water Intake,Exceeded
2024-03-25,Journaling,Exceeded
2024-11-04,Exercise,Partial
2024-11-19,Journaling,Completed
2024-05-17,Journaling,Partial
2024-08-20,Reading,Completed
2024-02-28,Exercise,Skipped
2024-05-30,Meditation,Skipped
2024-12-22,Reading,Exceeded
2024-02-11,Reading,Skipped
2024-01-19,Reading,Partial
2024-09-25,Water Intake,Skipped
2024-08-31,Exercise,Completed
2024-11-09,Reading,Exceeded
2024-09-08,Reading,Exceeded
2024-10-14,Reading,Exceeded
2024-03-19,Water Intake,Exceeded
2024-06-24,Meditation,Exceeded
2024-12-18,Water Intake,Exceeded
2024-02-05,Journaling,Completed
2024-12-26,Exercise,Completed
2024-12-23,Exercise,Skipped
2024-03-30,Reading,Skipped
2024-06-22,Reading,Skipped
2024-12-28,Journaling,Skipped
2024-09-25,Water Intake,Skipped
2024-10-02,Water Intake,Partial
2024-09-16,Reading,Skipped
2024-10-29,Exercise,Completed
2024-05-19,Exercise,Exceeded
2024-06-13,Reading,Skipped
2024-03-04,Water Intake,Partial
2024-10-19,Journaling,Completed
2024-03-31,Reading,Exceeded
2024-01-24,Exercise,Skipped
2024-03-25,Journaling,Skipped
2024-08-28,Meditation,Skipped
2024-08-28,Journaling,Partial
2024-12-20,Journaling,Partial
2024-03-10,Reading,Completed
2024-01-01,Journaling,Skipped
2024-06-16,Meditation,Exceeded
2024-05-12,Exercise,Exceeded
2024-11-23,Exercise,Skipped
2024-01-03,Exercise,Completed
2024-11-13,Journaling,Skipped
2024-05-17,Journaling,Exceeded
2024-06-22,Reading,Exceeded
2024-12-09,Meditation,Exceeded
2024-07-18,Meditation,Completed
2024-02-05,Meditation,Partial
2024-06-24,Reading,Completed
2024-02-16,Journaling,Partial
2024-09-20,Exercise,Skipped
2024-05-24,Water Intake,Exceeded
2024-05-17,Meditation,Skipped
2024-07-11,Journaling,Exceeded
2024-01-15,Journaling,Partial
2024-07-14,Meditation,Exceeded
2024-05-23,Exercise,Completed
2024-08-11,Exercise,Partial
2024-10-29,Meditation,Skipped
2024-04-25,Exercise,Exceeded
2024-07-28,Water Intake,Skipped
2024-05-22,Exercise,Exceeded
2024-11-30,Journaling,Skipped
2024-09-16,Journaling,Partial
2024-06-19,Reading,Completed
2024-05-07,Water Intake,Skipped
2024-05-26,Water Intake,Partial
2024-05-19,Water Intake,Partial
2024-06-07,Water Intake,Completed
2024-06-19,Exercise,Completed
2024-04-22,Journaling,Skipped
2024-02-02,Water Intake,Partial
2024-05-01,Water Intake,Exceeded
2024-08-20,Journaling,Skipped
2024-06-28,Meditation,Skipped
2024-06-02,Exercise,Partial
2024-10-03,Journaling,Partial
2024-03-24,Meditation,Partial
2024-06-11,Journaling,Completed
2024-10-31,Exercise,Partial
2024-10-26,Reading,Completed
2024-04-28,Reading,Completed
2024-05-13,Meditation,Skipped
2024-12-06,Meditation,Exceeded
2024-06-25,Exercise,Exceeded
2024-11-25,Journaling,Partial
2024-01-22,Meditation,Completed
2024-09-22,Meditation,Exceeded
2024-11-18,Journaling,Skipped
2024-02-03,Reading,Partial
2024-10-09,Meditation,Completed
2024-09-14,Exercise,Completed
2024-07-14,Journaling,Exceeded
2024-02-24,Water Intake,Completed
2024-06-17,Journaling,Exceeded
2024-09-08,Journaling,Completed
2024-10-09,Meditation,Partial
2024-01-01,Water Intake,Skipped
2024-06-07,Journaling,Exceeded
2024-06-14,Water Intake,Partial
2024-07-07,Water Intake,Skipped
2024-02-19,Journaling,Completed
2024-03-01,Exercise,Completed
2024-10-15,Journaling,Completed
2024-07-17,Water Intake,Exceeded
2024-05-31,Meditation,Completed
2024-10-17,Meditation,Partial
2024-12-11,Water Intake,Completed
2024-07-31,Water Intake,Partial
2024-11-12,Meditation,Partial
2024-06-29,Reading,Partial
2024-06-20,Meditation,Partial
2024-01-21,Reading,Skipped
2024-01-24,Meditation,Exceeded
2024-09-28,Exercise,Partial
2024-06-04,Exercise,Exceeded
2024-04-27,Journaling,Skipped
2024-10-19,Exercise,Completed
2024-07-05,Water Intake,Skipped
2024-09-20,Reading,Completed
2024-08-06,Meditation,Partial
2024-08-04,Meditation,Completed
2024-09-15,Meditation,Skipped
2024-10-28,Exercise,Exceeded
2024-04-11,Journaling,Partial
2024-03-23,Journaling,Partial
2024-11-18,Exercise,Exceeded
2024-06-26,Journaling,Completed
2024-05-31,Exercise,Partial
2024-10-28,Reading,Partial
2024-08-04,Reading,Partial
2024-08-21,Reading,Partial
2024-10-25,Reading,Exceeded
2024-07-31,Reading,Completed
2024-04-21,Exercise,Partial
2024-01-04,Exercise,Exceeded
2024-11-29,Journaling,Partial
2024-07-31,Meditation,Exceeded
2024-01-13,Meditation,Partial
2024-10-01,Water Intake,Partial
2024-01-31,Water Intake,Completed
2024-02-23,Meditation,Completed
2024-11-14,Meditation,Completed
2024-04-22,Exercise,Completed
2024-04-08,Water Intake,Completed
2024-03-03,Reading,Completed
2024-10-09,Reading,Completed
2024-09-12,Water Intake,Skipped
2024-01-04,Exercise,Partial
2024-11-14,Journaling,Skipped
2024-11-26,Exercise,Completed
2024-10-29,Reading,Partial
2024-06-03,Journaling,Skipped
2024-09-26,Water Intake,Exceeded
2024-03-24,Water Intake,Exceeded
2024-08-26,Journaling,Partial
2024-03-22,Meditation,Skipped
2024-09-12,Journaling,Exceeded
2024-08-31,Water Intake,Partial
2024-12-23,Meditation,Partial
2024-01-02,Reading,Skipped
2024-06-23,Meditation,Skipped
2024-09-04,Meditation,Exceeded
2024-07-31,Reading,Exceeded
2024-10-27,Journaling,Skipped
2024-09-29,Meditation,Completed
2024-02-13,Journaling,Completed
2024-02-10,Water Intake,Exceeded
2024-07-08,Journaling,Partial
2024-09-27,Meditation,Completed
2024-06-28,Water Intake,Exceeded
2024-04-01,Reading,Exceeded
2024-09-09,Journaling,Partial
2024-04-06,Exercise,Partial
2024-01-18,Reading,Skipped
2024-06-10,Water Intake,Completed
2024-05-26,Meditation,Skipped
2024-07-16,Water Intake,Exceeded
2024-11-05,Water Intake,Exceeded
2024-03-08,Reading,Completed
2024-10-28,Meditation,Exceeded
2024-08-09,Exercise,Completed
2024-07-04,Journaling,Partial
2024-03-21,Journaling,Partial
2024-10-09,Exercise,Completed
2024-07-18,Journaling,Partial
2024-09-01,Exercise,Skipped
2024-03-25,Reading,Skipped
2024-11-19,Exercise,Partial
2024-11-20,Meditation,Partial
2024-11-18,Exercise,Skipped
2024-08-12,Meditation,Partial
2024-07-27,Meditation,Skipped
2024-12-27,Reading,Exceeded
2024-05-04,Meditation,Completed
2024-03-06,Reading,Exceeded
2024-12-07,Water Intake,Exceeded
2024-08-30,Meditation,Partial
2024-11-24,Reading,Skipped
2024-09-27,Journaling,Skipped
2024-12-09,Exercise,Partial
2024-03-23,Exercise,Exceeded
2024-02-02,Journaling,Partial
2024-09-14,Meditation,Partial
2024-01-01,Exercise,Skipped
2024-01-04,Meditation,Partial
2024-04-01,Reading,Skipped
2024-03-24,Exercise,Skipped
2024-06-06,Exercise,Completed
2024-03-31,Reading,Exceeded
2024-01-24,Meditation,Partial
2024-03-23,Exercise,Skipped
2024-07-23,Water Intake,Completed
2024-09-10,Water Intake,Completed
2024-06-08,Journaling,Partial
2024-06-21,Journaling,Skipped
2024-10-08,Water Intake,Skipped
2024-11-26,Exercise,Completed
2024-09-12,Meditation,Completed
2024-01-03,Water Intake,Completed
2024-11-27,Reading,Completed
2024-11-18,Journaling,Exceeded
2024-03-28,Exercise,Exceeded
2024-10-07,Journaling,Exceeded
2024-05-17,Journaling,Exceeded
2024-10-04,Journaling,Completed
2024-05-26,Water Intake,Partial
2024-10-17,Journaling,Exceeded
2024-11-22,Journaling,Completed
2024-06-25,Water Intake,Skipped
2024-07-27,Meditation,Completed
2024-01-13,Meditation,Exceeded
2024-02-01,Reading,Completed
2024-06-17,Meditation,Completed
2024-08-26,Meditation,Skipped
2024-12-30,Water Intake,Partial
2024-10-07,Journaling,Exceeded
2024-12-28,Reading,Exceeded
2024-10-21,Reading,Exceeded
2024-07-06,Exercise,Partial
2024-06-23,Exercise,Completed
2024-03-16,Reading,Partial
2024-11-24,Water Intake,Skipped
2024-08-30,Water Intake,Skipped
2024-06-12,Exercise,Skipped
2024-09-03,Journaling,Partial
2024-04-25,Reading,Skipped
2024-12-11,Meditation,Partial
2024-06-11,Water Intake,Completed
2024-03-11,Journaling,Exceeded
2024-08-13,Reading,Completed
2024-06-06,Reading,Exceeded
2024-08-31,Journaling,Skipped
2024-04-12,Meditation,Skipped
2024-06-05,Meditation,Partial
2024-05-19,Reading,Completed
2024-01-29,Exercise,Partial
2024-01-11,Exercise,Skipped
2024-09-12,Water Intake,Partial
2024-02-08,Journaling,Partial
2024-06-23,Reading,Completed
2024-02-20,Reading,Skipped
2024-10-05,Meditation,Exceeded
2024-02-09,Water Intake,Exceeded
2024-12-02,Meditation,Completed
2024-09-08,Water Intake,Partial
2024-06-13,Journaling,Partial
2024-01-11,Journaling,Partial
2024-06-04,Exercise,Exceeded
2024-09-05,Reading,Exceeded
2024-03-13,Reading,Partial
2024-11-16,Water Intake,Partial
2024-07-03,Reading,Completed
2024-06-02,Journaling,Partial
2024-05-14,Reading,Skipped
2024-09-23,Exercise,Completed
2024-09-19,Reading,Completed
2024-08-06,Journaling,Exceeded
2024-03-14,Reading,Partial
2024-12-01,Meditation,Skipped
2024-01-31,Exercise,Completed
2024-01-26,Meditation,Skipped
2024-10-12,Meditation,Skipped
2024-12-03,Meditation,Skipped
2024-10-03,Journaling,Partial
2024-11-07,Meditation,Completed
2024-03-09,Meditation,Completed
2024-02-24,Water Intake,Skipped
2024-11-27,Water Intake,Completed
2024-06-09,Meditation,Skipped
2024-04-08,Reading,Skipped
2024-07-01,Exercise,Partial
2024-06-28,Water Intake,Completed
2024-11-04,Meditation,Completed
2024-04-09,Meditation,Exceeded
2024-11-17,Reading,Partial
2024-04-04,Journaling,Exceeded
2024-10-15,Meditation,Exceeded
2024-10-26,Meditation,Completed
2024-04-12,Meditation,Exceeded
2024-09-08,Meditation,Completed
2024-09-02,Exercise,Completed
2024-09-22,Water Intake,Completed
2024-01-16,Reading,Exceeded
2024-01-17,Journaling,Completed
2024-01-07,Journaling,Exceeded
2024-04-24,Meditation,Exceeded
2024-09-16,Meditation,Exceeded
2024-06-16,Water Intake,Exceeded
2024-01-16,Exercise,Skipped
2024-08-17,Exercise,Partial
2024-03-24,Water Intake,Exceeded
2024-12-18,Journaling,Exceeded
2024-12-26,Reading,Completed
2024-10-01,Journaling,Skipped
2024-04-13,Meditation,Exceeded
2024-08-10,Meditation,Completed
2024-09-13,Exercise,Skipped
2024-09-15,Reading,Skipped
2024-12-25,Water Intake,Skipped
2024-04-27,Water Intake,Partial
2024-07-02,Reading,Exceeded
2024-04-15,Water Intake,Exceeded
2024-05-26,Water Intake,Skipped
2024-04-17,Meditation,Partial
2024-11-21,Water Intake,Exceeded
2024-01-17,Journaling,Skipped
2024-08-18,Water Intake,Completed
2024-06-08,Journaling,Exceeded
2024-03-21,Journaling,Skipped
2024-02-28,Reading,Skipped
2024-06-12,Meditation,Partial
2024-02-29,Exercise,Exceeded
2024-07-24,Exercise,Completed
2024-01-12,Exercise,Exceeded
2024-12-16,Journaling,Exceeded
2024-04-30,Reading,Partial
2024-07-04,Journaling,Completed
2024-07-07,Exercise,Completed
2024-10-18,Meditation,Partial
2024-10-24,Exercise,Exceeded
2024-12-28,Exercise,Completed
2024-02-03,Meditation,Skipped
2024-07-08,Journaling,Skipped
2024-09-25,Exercise,Skipped
2024-06-28,Journaling,Completed
2024-08-09,Meditation,Partial
2024-09-28,Exercise,Skipped
2024-07-08,Exercise,Exceeded
2024-11-21,Exercise,Skipped
2024-09-04,Water Intake,Partial
2024-05-20,Journaling,Completed
2024-05-16,Meditation,Skipped
2024-01-01,Meditation,Skipped
2024-09-30,Meditation,Partial
2024-01-30,Journaling,Partial
2024-10-01,Reading,Partial
2024-08-26,Exercise,Partial
2024-10-03,Water Intake,Partial
2024-02-10,Meditation,Partial
2024-01-09,Water Intake,Completed
2024-03-30,Reading,Skipped
2024-12-03,Water Intake,Completed
2024-07-09,Water Intake,Partial
2024-02-09,Journaling,Partial
2024-12-03,Exercise,Skipped
2024-12-18,Water Intake,Partial
2024-12-14,Reading,Exceeded
2024-08-28,Journaling,Completed
2024-12-23,Exercise,Exceeded
2024-05-01,Reading,Exceeded
2024-12-14,Journaling,Exceeded
2024-02-07,Meditation,Completed
2024-05-12,Journaling,Exceeded
2024-08-13,Reading,Exceeded
2024-02-26,Meditation,Skipped
2024-05-29,Journaling,Skipped
2024-07-12,Reading,Completed
2024-01-19,Reading,Skipped
2024-05-07,Water Intake,Skipped
2024-09-06,Meditation,Exceeded
2024-12-06,Journaling,Completed
2024-04-29,Water Intake,Completed
2024-02-11,Meditation,Completed
2024-07-21,Water Intake,Completed
2024-10-13,Exercise,Completed
2024-09-17,Journaling,Partial
2024-08-22,Meditation,Completed
2024-03-12,Water Intake,Completed
2024-04-13,Journaling,Exceeded
2024-08-15,Water Intake,Exceeded
2024-01-16,Exercise,Skipped
2024-12-07,Water Intake,Exceeded
2024-09-18,Water Intake,Exceeded
2024-01-19,Meditation,Exceeded
2024-09-27,Reading,Skipped
2024-01-22,Journaling,Completed
2024-04-22,Meditation,Partial
2024-07-04,Reading,Exceeded
2024-04-21,Journaling,Exceeded
2024-07-22,Water Intake,Completed
2024-06-14,Exercise,Skipped
2024-02-15,Exercise,Exceeded
2024-10-06,Water Intake,Partial
2024-04-13,Journaling,Exceeded
2024-02-21,Water Intake,Skipped
2024-11-30,Meditation,Exceeded
2024-05-14,Journaling,Exceeded
2024-05-09,Exercise,Exceeded
2024-04-09,Journaling,Completed
2024-01-15,Meditation,Completed
2024-04-07,Reading,Skipped
2024-04-09,Journaling,Exceeded
2024-04-27,Journaling,Completed
2024-05-13,Water Intake,Partial
2024-11-14,Exercise,Exceeded
2024-09-30,Meditation,Skipped
2024-12-20,Reading,Completed
2024-04-03,Water Intake,Partial
2024-09-05,Meditation,Exceeded
2024-06-20,Meditation,Skipped
2024-03-30,Meditation,Partial
2024-02-18,Meditation,Completed
2024-12-15,Meditation,Exceeded
2024-03-27,Exercise,Partial
2024-03-04,Water Intake,Skipped
2024-10-25,Meditation,Completed
2024-05-11,Journaling,Completed
2024-10-02,Reading,Partial
2024-01-17,Water Intake,Completed
2024-05-13,Water Intake,Exceeded
2024-06-11,Exercise,Completed
2024-03-07,Reading,Skipped
2024-08-11,Journaling,Skipped
2024-03-27,Meditation,Partial
2024-10-05,Exercise,Exceeded
2024-08-02,Exercise,Partial
2024-10-21,Water Intake,Partial
2024-04-04,Exercise,Partial
2024-04-01,Reading,Partial
2024-02-12,Water Intake,Exceeded
2024-09-10,Water Intake,Completed
2024-06-03,Reading,Skipped
2024-03-27,Exercise,Exceeded
2024-11-28,Exercise,Partial
2024-06-05,Water Intake,Exceeded
2024-09-08,Journaling,Completed
2024-02-28,Exercise,Partial
2024-05-02,Meditation,Skipped
2024-05-07,Meditation,Skipped
2024-07-06,Water Intake,Partial
2024-10-05,Journaling,Exceeded
2024-06-28,Reading,Skipped
2024-08-08,Exercise,Skipped
2024-05-15,Meditation,Completed
2024-01-28,Reading,Partial
2024-02-05,Meditation,Exceeded
2024-11-08,Journaling,Partial
2024-12-11,Exercise,Partial
2024-06-30,Water Intake,Exceeded
2024-07-03,Water Intake,Completed
2024-10-22,Meditation,Completed
2024-08-23,Journaling,Completed
2024-12-20,Water Intake,Exceeded
2024-05-04,Water Intake,Completed
2024-04-30,Meditation,Skipped
2024-05-30,Reading,Skipped
2024-02-16,Meditation,Completed
2024-12-24,Water Intake,Exceeded
2024-11-14,Exercise,Partial
2024-08-25,Journaling,Skipped
2024-03-11,Water Intake,Exceeded
2024-11-28,Journaling,Exceeded
2024-01-08,Water Intake,Completed
2024-01-12,Reading,Skipped
2024-04-05,Exercise,Completed
2024-01-24,Meditation,Exceeded
2024-12-05,Water Intake,Skipped
2024-02-26,Water Intake,Skipped
2024-07-08,Meditation,Skipped
2024-05-07,Water Intake,Exceeded
2024-10-21,Reading,Exceeded
2024-06-15,Water Intake,Partial
2024-11-29,Meditation,Completed
2024-01-10,Reading,Skipped
2024-03-28,Water Intake,Exceeded
2024-05-17,Reading,Exceeded
2024-03-17,Water Intake,Exceeded
2024-12-29,Journaling,Skipped
2024-05-05,Journaling,Completed
2024-05-02,Exercise,Skipped
2024-08-12,Reading,Partial
2024-05-15,Water Intake,Exceeded
2024-02-06,Journaling,Skipped
2024-05-18,Exercise,Exceeded
2024-02-13,Journaling,Partial
2024-06-14,Journaling,Completed
2024-06-25,Meditation,Exceeded
2024-01-25,Reading,Completed
2024-05-26,Water Intake,Exceeded
2024-11-04,Journaling,Partial
2024-07-22,Water Intake,Exceeded
2024-06-15,Exercise,Skipped
2024-06-19,Exercise,Completed
2024-08-23,Water Intake,Completed
2024-11-09,Exercise,Partial
2024-11-04,Meditation,Skipped
2024-09-18,Exercise,Exceeded
2024-09-03,Water Intake,Skipped
2024-07-17,Water Intake,Exceeded
2024-11-18,Reading,Exceeded
2024-08-16,Exercise,Completed
2024-04-23,Water Intake,Completed
2024-03-07,Meditation,Partial
2024-03-11,Reading,Skipped
2024-03-01,Journaling,Partial
2024-10-10,Meditation,Skipped
2024-01-24,Journaling,Exceeded
2024-03-05,Water Intake,Exceeded
2024-02-11,Exercise,Completed
2024-12-31,Water Intake,Skipped
2024-10-31,Water Intake,Skipped
2024-05-11,Exercise,Partial
2024-06-22,Water Intake,Partial
2024-08-07,Journaling,Skipped
2024-06-05,Water Intake,Skipped
2024-09-23,Journaling,Partial
2024-02-27,Journaling,Partial
2024-01-31,Journaling,Partial
2024-06-17,Water Intake,Completed
2024-09-08,Meditation,Partial
2024-12-14,Reading,Partial
2024-03-19,Meditation,Exceeded
2024-10-30,Water Intake,Skipped
2024-12-01,Reading,Completed
2024-07-10,Exercise,Completed
2024-03-19,Water Intake,Exceeded
2024-04-27,Reading,Exceeded
2024-12-02,Journaling,Skipped
2024-02-07,Meditation,Exceeded
